id,place_name,county,country,grid_reference,easting,northing,latitude,longitude,postcode_area,type
33531,Shenley Wood,Buckinghamshire,England,SP8236,482500,236500,52.02080,-0.79913,MK5 6,Other
33532,Shenleybury,Hertfordshire,England,TL1801,518500,201500,51.69974,-0.28671,WD7 9,Other
33533,Shenmore,Herefordshire,England,SO3938,339500,238500,52.04158,-2.88349,HR2 9,Other
33534,Shenstone,Staffordshire,England,SK1004,410500,304500,52.63815,-1.84627,WS14 0,Other
33535,Shenstone,Worcestershire,England,SO8673,386500,273500,52.35939,-2.19966,DY10 4,Other
33536,Shenstone Woodend,Staffordshire,England,SK1102,411500,302500,52.62015,-1.83157,WS14 0,Other
33537,Shenton,Leicestershire,England,SK3800,438500,300500,52.60093,-1.43299,CV13 6,Other
33538,Shenval,Moray,Scotland,NJ2129,321500,829500,57.34921,-3.30612,AB37 9,Other
33539,Shepeau Stow,Lincolnshire,England,TF3012,530500,312500,52.69446,-0.07044,PE12 0,Other
33540,Shephall,Hertfordshire,England,TL2523,525500,223500,51.89593,-0.17751,SG2 9,Other
33541,Shepherd Hill,West Yorkshire,England,SE2820,428500,420500,53.68019,-1.57000,WF5 0,Other
33542,Shepherd's Bush,Hammersmith & Fulham - Greater London,England,TQ2280,522500,180500,51.51016,-0.23618,W12 0,Other
33543,Shepherd's Gate,Norfolk,England,TF5518,555500,318500,52.74176,0.30202,PE34 4,Other
33544,Shepherd's Green,Oxfordshire,England,SU7183,471500,183500,51.54587,-0.97031,RG9 4,Other
33545,Shepherd's Hill,Surrey,England,SU9032,490500,132500,51.08469,-0.70931,GU27 2,Other
33546,Shepherd's Patch,Gloucestershire,England,SO7204,372500,204500,51.73853,-2.39965,GL2 7,Other
33547,Shepherd's Port,Norfolk,England,TF6533,565500,333500,52.87352,0.45759,PE31 7,Other
33548,Shepherdswell or Sibertswold,Kent,England,TR2547,625500,147500,51.18223,1.22519,CT15 7,Other
33549,Shepley,West Yorkshire,England,SE1909,419500,409500,53.58173,-1.70694,HD8 8,Other
33550,Shepperdine,Gloucestershire,England,ST6195,361500,195500,51.65696,-2.55795,BS35 1,Other
33551,Shepperton,Surrey,England,TQ0767,507500,167500,51.39636,-0.45619,TW17 0,Other
33552,Shepperton Green,Surrey,England,TQ0767,507500,167500,51.39636,-0.45619,TW17 0,Other
33553,Shepreth,Cambridgeshire,England,TL3947,539500,247500,52.10824,0.03558,SG8 6,Other
33554,Shepshed,Leicestershire,England,SK4719,447500,319500,52.77101,-1.29739,LE12 9,Town
33555,Shepton Beauchamp,Somerset,England,ST4017,340500,117500,50.95384,-2.84846,TA19 0,Other
33556,Shepton Mallet,Somerset,England,ST6143,361500,143500,51.18942,-2.55228,BA4 5,Town
33557,Shepton Montague,Somerset,England,ST6731,367500,131500,51.08189,-2.46535,BA9 8,Other
33558,Shepway,Kent,England,TQ7753,577500,153500,51.25304,0.54217,ME15 7,Other
33559,Sheraton,County Durham,England,NZ4435,444500,535500,54.71255,-1.31081,TS27 4,Other
33560,Sherberton,Devon,England,SX6473,264500,73500,50.54552,-3.91378,PL20 6,Other
33561,Sherborne,Gloucestershire,England,SP1714,417500,214500,51.82885,-1.74746,GL54 3,Other
33562,Sherborne,Somerset,England,ST5855,358500,155500,51.29710,-2.59660,BS40 6,Other
33563,Sherborne,Dorset,England,ST6316,363500,116500,50.94677,-2.52093,DT9 3,Town
33564,Sherborne St John,Hampshire,England,SU6255,462500,155500,51.29521,-1.10500,RG24 9,Other
33565,Sherbourne,Warwickshire,England,SP2662,426500,262500,52.26003,-1.61316,CV34 6,Other
33566,Sherbourne Street,Suffolk,England,TL9541,595500,241500,52.03743,0.84892,CO10 5,Other
33567,Sherburn,County Durham,England,NZ3142,431500,542500,54.77643,-1.51183,DH6 1,Other
33568,Sherburn,North Yorkshire,England,SE9577,495500,477500,54.18440,-0.53810,YO17 8,Other
33569,Sherburn Grange,County Durham,England,NZ3042,430500,542500,54.77649,-1.52737,DH1 2,Other
33570,Sherburn Hill,County Durham,England,NZ3342,433500,542500,54.77630,-1.48073,DH6 1,Other
33571,Sherburn in Elmet,North Yorkshire,England,SE4933,449500,433500,53.79546,-1.25002,LS25 6,Other
33572,Shere,Surrey,England,TQ0747,507500,147500,51.21659,-0.46221,GU5 9,Other
33573,Shereford,Norfolk,England,TF8829,588500,329500,52.83004,0.79661,NR21 7,Other
33574,Sherfield English,Hampshire,England,SU2922,429500,122500,51.00114,-1.58097,SO51 6,Other
33575,Sherfield on Loddon,Hampshire,England,SU6757,467500,157500,51.31262,-1.03293,RG27 0,Other
33576,Sherfin,Lancashire,England,SD7825,378500,425500,53.72545,-2.32732,BB5 2,Other
33577,Sherford,Somerset,England,ST2223,322500,123500,51.00564,-3.10596,TA1 3,Other
33578,Sherford,Devon,England,SX7744,277500,44500,50.28771,-3.72092,TQ7 2,Other
33579,Sherford,Dorset,England,SY9193,391500,93500,50.74104,-2.12183,BH20 7,Other
33580,Sheriff Hill,Tyne and Wear,England,NZ2660,426500,560500,54.93847,-1.58791,NE9 5,Other
33581,Sheriff Hutton,North Yorkshire,England,SE6566,465500,466500,54.09025,-1.00010,YO60 6,Other
33582,Sheriff's Lench,Worcestershire,England,SP0149,401500,249500,52.14379,-1.97950,WR11 4,Other
33583,Sheriffhales,Shropshire,England,SJ7512,375500,312500,52.70960,-2.36407,TF11 8,Other
33584,Sheringham,Norfolk,England,TG1543,615500,343500,52.94559,1.20601,NR26 8,Town
33585,Sherington,Buckinghamshire,England,SP8846,488500,246500,52.10976,-0.70913,MK16 9,Other
33586,Sheringwood,Norfolk,England,TG1641,616500,341500,52.92724,1.21954,NR26 8,Other
33587,Shermanbury,West Sussex,England,TQ2019,520500,119500,50.96233,-0.28549,RH13 8,Other
33588,Shernal Green,Worcestershire,England,SO9161,391500,261500,52.25161,-2.12593,WR9 7,Other
33589,Shernborne,Norfolk,England,TF7132,571500,332500,52.86266,0.54612,PE31 6,Other
33590,Sherrard's Green,Worcestershire,England,SO7946,379500,246500,52.11644,-2.30080,WR14 2,Other
33591,Sherrardspark,Hertfordshire,England,TL2313,523500,213500,51.80651,-0.21013,AL8 7,Other
33592,Sherrigrim,Dungannon,Northern Ireland,H809694,280902,369427,54.56667,-6.75000,BT71 4,Other
33593,Sherrington,Wiltshire,England,ST9639,396500,139500,51.15474,-2.05142,BA12 0,Other
33594,Sherston,Wiltshire,England,ST8585,385500,185500,51.56818,-2.21060,SN16 0,Other
33595,Sherwood,Nottinghamshire,England,SK5743,457500,343500,52.98576,-1.14495,NG5 3,Other
33596,Sherwood Green,Devon,England,SS5520,255500,120500,50.96575,-4.05919,EX38 7,Other
33597,Sherwood Park,Kent,England,TQ6040,560500,140500,51.14127,0.29297,TN2 4,Other
33598,Shettleston,Glasgow City,Scotland,NS6463,264500,663500,55.84562,-4.16567,G32 7,Other
33599,Shevington,Greater Manchester,England,SD5408,354500,408500,53.57112,-2.68854,WN6 8,Other
33600,Shevington Moor,Greater Manchester,England,SD5410,354500,410500,53.58910,-2.68884,WN6 0,Other
33601,Shevington Vale,Greater Manchester,England,SD5309,353500,409500,53.58002,-2.70379,WN6 9,Other
33602,Sheviock,Cornwall,England,SX3755,237500,55500,50.37689,-4.28674,PL11 3,Other
33603,Shewalton,North Ayrshire,Scotland,NS3336,233500,636500,55.59358,-4.64381,KA11 5,Other
33604,Shibden Head,West Yorkshire,England,SE0929,409500,429500,53.76177,-1.85738,BD13 2,Other
33605,Shide,Isle of Wight,England,SZ5088,450500,88500,50.69396,-1.28639,PO30 2,Other
33606,Shiel Bridge,Highland,Scotland,NG9318,193500,818500,57.21057,-5.42101,IV40 8,Other
33607,Shield Row,County Durham,England,NZ2053,420500,553500,54.87585,-1.68205,DH9 0,Other
33608,Shieldaig,Highland,Scotland,NG8072,180500,872500,57.68860,-5.68420,IV21 2,Other
33609,Shieldaig/Sildeag,Highland,Scotland,NG8153,181500,853500,57.51877,-5.65033,IV54 8,Other
33610,Shieldhall,Glasgow City,Scotland,NS5365,253500,665500,55.86036,-4.34228,G51 4,Other
33611,Shieldhill,Falkirk,Scotland,NS8976,289500,676500,55.96874,-3.77195,FK1 2,Other
33612,Shieldhill,South Lanarkshire,Scotland,NT0040,300500,640500,55.64782,-3.58262,ML12 6,Other
33613,Shieldmuir,North Lanarkshire,Scotland,NS7755,277500,655500,55.77726,-3.95459,ML2 7,Other
33614,Shielfoot,Highland,Scotland,NM6670,166500,770500,56.76739,-5.82259,PH36 4,Other
33615,Shierglas,Perth and Kinross,Scotland,NN8864,288500,764500,56.75872,-3.82535,PH16 5,Other
33616,Shifnal,Shropshire,England,SJ7407,374500,307500,52.66461,-2.37848,TF11 8,Other
33617,Shilbottle,Northumberland,England,NU1908,419500,608500,55.37011,-1.69388,NE66 2,Other
33618,Shilbottle Grange,Northumberland,England,NU2008,420500,608500,55.37007,-1.67810,NE66 2,Other
33619,Shildon,County Durham,England,NZ2326,423500,526500,54.63309,-1.63747,DL4 2,Town
33620,Shillford,East Renfrewshire,Scotland,NS4456,244500,656500,55.77675,-4.48078,G78 3,Other
33621,Shillingford,Devon,England,SS9823,298500,123500,51.00191,-3.44792,EX16 9,Other
33622,Shillingford,Oxfordshire,England,SU5992,459500,192500,51.62818,-1.14181,OX10 7,Other
33623,Shillingford Abbot,Devon,England,SX9088,290500,88500,50.68582,-3.55142,EX2 9,Other
33624,Shillingford St George,Devon,England,SX9087,290500,87500,50.67683,-3.55112,EX2 9,Other
33625,Shillingstone,Dorset,England,ST8211,382500,111500,50.90271,-2.25024,DT11 0,Other
33626,Shillington,Bedfordshire,England,TL1234,512500,234500,51.99756,-0.36276,SG5 3,Other
33627,Shillmoor,Northumberland,England,NT8807,388500,607500,55.36137,-2.18295,NE65 7,Other
33628,Shilton,Oxfordshire,England,SP2608,426500,208500,51.77455,-1.61733,OX18 4,Other
33629,Shilton,Warwickshire,England,SP4084,440500,284500,52.45696,-1.40541,CV7 9,Other
33630,Shilvington,Northumberland,England,NZ1581,415500,581500,55.12764,-1.75847,NE20 0,Other
33631,Shimpling,Suffolk,England,TL8651,586500,251500,52.13033,0.72333,IP29 4,Other
33632,Shimpling,Norfolk,England,TM1583,615500,283500,52.40704,1.16679,IP21 4,Other
33633,Shimpling Street,Suffolk,England,TL8752,587500,252500,52.13897,0.73848,IP29 4,Other
33634,Shincliffe,County Durham,England,NZ2940,429500,540500,54.75858,-1.54312,DH1 2,Other
33635,Shiney Row,Tyne and Wear,England,NZ3252,432500,552500,54.86623,-1.49516,DH4 4,Other
33636,Shinfield,Berkshire,England,SU7368,473500,168500,51.41077,-0.94459,RG2 9,Other
33637,Shingay,Cambridgeshire,England,TL3046,530500,246500,52.10145,-0.09614,SG8 0,Other
33638,Shingham,Norfolk,England,TF7605,576500,305500,52.61858,0.60580,PE37 8,Other
33639,Shingle Street,Suffolk,England,TM3642,636500,242500,52.03045,1.44631,IP12 3,Other
33640,Shinner's Bridge,Devon,England,SX7862,278500,62500,50.44972,-3.71271,TQ9 6,Other
33641,Shipbourne,Kent,England,TQ5952,559500,152500,51.24937,0.28402,TN11 9,Other
33642,Shipdham,Norfolk,England,TF9507,595500,307500,52.63003,0.88728,IP25 7,Other
33643,Shipham,Somerset,England,ST4457,344500,157500,51.31389,-2.79769,BS25 1,Other
33644,Shiphay,Devon,England,SX8965,289500,65500,50.47887,-3.55872,TQ2 7,Other
33645,Shiplake,Oxfordshire,England,SU7678,476500,178500,51.50027,-0.89930,RG9 4,Other
33646,Shiplake Bottom,Oxfordshire,England,SU7080,470500,180500,51.51903,-0.98532,RG4 9,Other
33647,Shiplake Row,Oxfordshire,England,SU7578,475500,178500,51.50040,-0.91370,RG9 4,Other
33648,Shiplate,Somerset,England,ST3556,335500,156500,51.30395,-2.92663,BS24 0,Other
33649,Shiplaw,Scottish Borders,Scotland,NT2349,323500,649500,55.73283,-3.21977,EH45 8,Other
33650,Shipley,West Yorkshire,England,SE1437,414500,437500,53.83356,-1.78116,BD18 3,Town
33651,Shipley,Derbyshire,England,SK4445,444500,345500,53.00497,-1.33830,DE75 7,Other
33652,Shipley,Shropshire,England,SO8095,380500,295500,52.55698,-2.28905,WV5 7,Other
33653,Shipley,West Sussex,England,TQ1421,514500,121500,50.98153,-0.37026,RH13 8,Other
33654,Shipley Bridge,Surrey,England,TQ3040,530500,140500,51.14889,-0.13561,RH6 9,Other
33655,Shipley Common,Derbyshire,England,SK4543,445500,343500,52.98691,-1.32368,DE7 9,Other
33656,Shipley Gate,Nottinghamshire,England,SK4645,446500,345500,53.00480,-1.30850,NG16 3,Other
33657,Shipmeadow,Suffolk,England,TM3890,638500,290500,52.46032,1.50927,NR34 8,Other
33658,Shipping,Pembrokeshire,Wales,SN1108,211500,208500,51.74341,-4.73177,SA68 0,Other
33659,Shippon,Oxfordshire,England,SU4898,448500,198500,51.68317,-1.29988,OX13 6,Other
33660,Shipston-on-Stour,Warwickshire,England,SP2540,425500,240500,52.06229,-1.62946,CV36 4,Other
33661,Shipton,North Yorkshire,England,SE5558,455500,458500,54.01953,-1.15442,YO30 1,Other
33662,Shipton,Shropshire,England,SO5691,356500,291500,52.51963,-2.64251,TF13 6,Other
33663,Shipton,Gloucestershire,England,SP0318,403500,218500,51.86507,-1.95058,GL54 4,Other
33664,Shipton,Buckinghamshire,England,SP7727,477500,227500,51.94062,-0.87401,MK18 3,Other
33665,Shipton Bellinger,Hampshire,England,SU2345,423500,145500,51.20823,-1.66498,SP9 7,Other
33666,Shipton Gorge,Dorset,England,SY4991,349500,91500,50.72092,-2.71675,DT6 4,Other
33667,Shipton Green,West Sussex,England,SZ8099,480500,99500,50.78949,-0.85932,PO20 7,Other
33668,Shipton Lee,Buckinghamshire,England,SP7321,473500,221500,51.88722,-0.93347,HP22 4,Other
33669,Shipton Moyne,Gloucestershire,England,ST8989,389500,189500,51.60424,-2.15301,GL8 8,Other
33670,Shipton Oliffe,Gloucestershire,England,SP0318,403500,218500,51.86507,-1.95058,GL54 4,Other
33671,Shipton Solers,Gloucestershire,England,SP0318,403500,218500,51.86507,-1.95058,GL54 4,Other
33672,Shipton under Wychwood,Oxfordshire,England,SP2717,427500,217500,51.85542,-1.60212,OX7 6,Other
33673,Shipton-on-Cherwell,Oxfordshire,England,SP4816,448500,216500,51.84500,-1.29737,OX5 2,Other
33674,Shiptonthorpe,East Riding of Yorkshire,England,SE8543,485500,443500,53.88066,-0.70085,YO43 3,Other
33675,Shirburn,Oxfordshire,England,SU6995,469500,195500,51.65400,-0.99677,OX49 5,Other
33676,Shirdley Hill,Lancashire,England,SD3512,335500,412500,53.60507,-2.97624,L39 8,Other
33677,Shire Oak,West Midlands,England,SK0504,405500,304500,52.63822,-1.92016,WS8 6,Other
33678,Shirebrook,Derbyshire,England,SK5267,452500,367500,53.20199,-1.21551,NG20 8,Town
33679,Shirecliffe,South Yorkshire,England,SK3490,434500,390500,53.41019,-1.48247,S5 8,Other
33680,Shiregreen,South Yorkshire,England,SK3692,436500,392500,53.42803,-1.45215,S5 0,Other
33681,Shirehampton,Bristol,England,ST5377,353500,177500,51.49452,-2.67120,BS11 0,Other
33682,Shiremoor,Tyne and Wear,England,NZ3171,431500,571500,55.03702,-1.50866,NE27 0,Other
33683,Shirenewton,Monmouthshire,Wales,ST4793,347500,193500,51.63784,-2.76002,NP16 6,Other
33684,Shireoaks,Derbyshire,England,SK0783,407500,383500,53.34834,-1.88880,SK23 0,Other
33685,Shireoaks,Nottinghamshire,England,SK5580,455500,380500,53.31853,-1.16834,S81 8,Other
33686,Shires Mill,Fife,Scotland,NT0087,300500,687500,56.06994,-3.59987,KY12 8,Other
33687,Shirkoak,Kent,England,TQ9436,594500,136500,51.09482,0.77629,TN26 3,Other
33688,Shirl Heath,Herefordshire,England,SO4359,343500,259500,52.23078,-2.82867,HR6 9,Other
33689,Shirland,Derbyshire,England,SK3958,439500,358500,53.12222,-1.41122,DE55 6,Other
33690,Shirlett,Shropshire,England,SO6697,366500,297500,52.57428,-2.49575,TF12 5,Other
33691,Shirley,Derbyshire,England,SK2141,421500,341500,52.97043,-1.68131,DE6 3,Other
33692,Shirley,West Midlands,England,SP1279,412500,279500,52.41336,-1.81765,B90 3,Other
33693,Shirley,Hampshire,England,SU4013,440500,113500,50.91955,-1.42521,SO15 5,Other
33694,Shirley,Hampshire,England,SZ1798,417500,98500,50.78581,-1.75312,BH23 8,Other
33695,Shirley,Croydon - Greater London,England,TQ3566,535500,166500,51.38138,-0.05432,CR0 8,Other
33696,Shirley Heath,West Midlands,England,SP1177,411500,277500,52.39540,-1.83242,B90 2,Other
33697,Shirley holms,Hampshire,England,SZ3098,430500,98500,50.78528,-1.56871,SO41 8,Other
33698,Shirley Warren,Hampshire,England,SU3914,439500,114500,50.92861,-1.43933,SO16 6,Other
33699,Shirrell Heath,Hampshire,England,SU5714,457500,114500,50.92710,-1.18323,SO32 2,Other
33700,Shirwell,Devon,England,SS5937,259500,137500,51.11951,-4.00886,EX31 4,Other
33701,Shiskine,North Ayrshire,Scotland,NR9129,191500,629500,55.51461,-5.30392,KA27 8,Other
33702,Shitterton,Dorset,England,SY8494,384500,94500,50.74989,-2.22107,BH20 7,Other
33703,Shobdon,Herefordshire,England,SO3961,339500,261500,52.24834,-2.88759,HR6 9,Other
33704,Shobley,Hampshire,England,SU1806,418500,106500,50.85772,-1.73853,BH24 3,Other
33705,Shobnall,Staffordshire,England,SK2323,423500,323500,52.80854,-1.65282,DE14 2,Other
33706,Shobrooke,Devon,England,SS8600,286500,100500,50.79292,-3.61171,EX17 1,Other
33707,Shoby,Leicestershire,England,SK6820,468500,320500,52.77775,-0.98596,LE14 3,Other
33708,Shocklach,Cheshire,England,SJ4349,343500,349500,53.03977,-2.84411,SY14 7,Other
33709,Shocklach Green,Cheshire,England,SJ4349,343500,349500,53.03977,-2.84411,SY14 7,Other
33710,Shoeburyness,Essex,England,TQ9384,593500,184500,51.52625,0.78805,SS3 9,Other
33711,Sholden,Kent,England,TR3552,635500,152500,51.22309,1.37129,CT14 0,Other
33712,Sholing,Hampshire,England,SU4511,445500,111500,50.90119,-1.35433,SO19 8,Other
33713,Sholing Common,Hampshire,England,SU4512,445500,112500,50.91018,-1.35421,SO19 7,Other
33714,Sholver,Greater Manchester,England,SD9507,395500,407500,53.56409,-2.06941,OL4 2,Other
33715,Shoot Hill,Shropshire,England,SJ4112,341500,312500,52.70699,-2.86727,SY5 9,Other
33716,Shootash,Hampshire,England,SU3222,432500,122500,51.00098,-1.53821,SO51 0,Other
33717,Shooters Hill,Greenwich - Greater London,England,TQ4376,543500,176500,51.46928,0.06460,SE18 3,Other
33718,Shootersway,Hertfordshire,England,SP9707,497500,207500,51.75771,-0.58879,HP4 3,Other
33719,Shop,Cornwall,England,SS2214,222500,114500,50.90262,-4.52577,EX23 9,Other
33720,Shop,Devon,England,SS3911,239500,111500,50.88064,-4.28289,EX22 7,Other
33721,Shop,Cornwall,England,SW8873,188500,73500,50.52297,-4.98516,PL28 8,Other
33722,Shop Corner,Suffolk,England,TM2034,620500,234500,51.96522,1.20833,IP9 1,Other
33723,Shopford,Cumbria,England,NY5674,356500,574500,55.06306,-2.68261,CA6 6,Other
33724,Shopnoller,Somerset,England,ST1632,316500,132500,51.08572,-3.19353,TA4 3,Other
33725,Shopp Hill,West Sussex,England,SU9328,493500,128500,51.04825,-0.66752,GU27 3,Other
33726,Shopwyke,West Sussex,England,SU8805,488500,105500,50.84227,-0.74441,PO20 2,Other
33727,Shore,West Yorkshire,England,SD9126,391500,426500,53.73482,-2.13033,OL14 8,Other
33728,Shore,Greater Manchester,England,SD9216,392500,416500,53.64495,-2.11493,OL15 8,Other
33729,Shore Bottom,Devon,England,ST2303,323500,103500,50.82596,-3.08751,EX14 9,Other
33730,Shoreditch,Somerset,England,ST2422,324500,122500,50.99692,-3.07725,TA3 7,Other
33731,Shoreditch,Hackney - Greater London,England,TQ3282,532500,182500,51.52588,-0.09142,EC1V 9,Other
33732,Shoregill,Cumbria,England,NY7701,377500,501500,54.40845,-2.34815,CA17 4,Other
33733,Shoreham,Kent,England,TQ5161,551500,161500,51.33242,0.17329,TN14 7,Other
33734,Shoreham Beach,West Sussex,England,TQ2204,522500,104500,50.82709,-0.26205,BN43 5,Other
33735,Shoreham-By-Sea,West Sussex,England,TQ2204,522500,104500,50.82709,-0.26205,BN43 5,Town
33736,Shores Green,Oxfordshire,England,SP3709,437500,209500,51.78291,-1.45780,OX29 6,Other
33737,Shoresdean,Northumberland,England,NT9546,395500,646500,55.71191,-2.07318,TD15 2,Other
33738,Shorley,Hampshire,England,SU5726,457500,126500,51.03499,-1.18133,SO24 0,Other
33739,Shorncliffe Camp,Kent,England,TR1935,619500,135500,51.07682,1.13217,CT20 3,Other
33740,Shorncote,Gloucestershire,England,SU0296,402500,196500,51.66727,-1.96525,GL7 6,Other
33741,Shorne,Kent,England,TQ6971,569500,171500,51.41718,0.43620,DA12 3,Other
33742,Shorne Ridgeway,Kent,England,TQ6970,569500,170500,51.40819,0.43572,DA12 3,Other
33743,Shorne West,Kent,England,TQ6670,566500,170500,51.40908,0.39263,DA12 4,Other
33744,Short Cross,West Midlands,England,SO9684,396500,284500,52.45844,-2.05294,B63 3,Other
33745,Short Green,Norfolk,England,TM0986,609500,286500,52.43630,1.08060,IP22 2,Other
33746,Short Heath,West Midlands,England,SJ9700,397500,300500,52.60228,-2.03835,WV12 5,Other
33747,Short Heath,Derbyshire,England,SK3014,430500,314500,52.72729,-1.54982,DE12 6,Other
33748,Short Heath,West Midlands,England,SP0992,409500,292500,52.53029,-1.86139,B23 7,Other
33749,Short Street,Wiltshire,England,ST8348,383500,148500,51.23544,-2.23772,BA13 4,Other
33750,Shortacombe,Devon,England,SX5286,252500,86500,50.65945,-4.08820,EX20 4,Other
33751,Shortacross,Cornwall,England,SX2957,229500,57500,50.39260,-4.40006,PL13 1,Other
33752,Shortbridge,East Sussex,England,TQ4521,545500,121500,50.97454,0.07107,TN22 3,Other
33753,Shortfield Common,Surrey,England,SU8442,484500,142500,51.17550,-0.79261,GU10 3,Other
33754,Shortgate,East Sussex,England,TQ4915,549500,115500,50.91960,0.12554,BN8 6,Other
33755,Shorthampton,Oxfordshire,England,SP3220,432500,220500,51.88212,-1.52925,OX7 3,Other
33756,Shortheath,Hampshire,England,SU7736,477500,136500,51.12255,-0.89401,GU35 9,Other
33757,Shortheath,Surrey,England,SU8344,483500,144500,51.19363,-0.80644,GU10 4,Other
33758,Shorthill,Shropshire,England,SJ4208,342500,308500,52.67114,-2.85177,SY5 8,Other
33759,Shortlands,Bromley - Greater London,England,TQ3968,539500,168500,51.39839,0.00390,BR2 0,Other
33760,Shortlanesend,Cornwall,England,SW8047,180500,47500,50.28654,-5.08266,TR4 9,Other
33761,Shortlees,East Ayrshire,Scotland,NS4235,242500,635500,55.58759,-4.50057,KA1 4,Other
33762,Shortmoor,Devon,England,ST2204,322500,104500,50.83482,-3.10191,EX14 9,Other
33763,Shortmoor,Dorset,England,ST4801,348500,101500,50.81075,-2.73232,DT8 3,Other
33764,Shorton,Devon,England,SX8862,288500,62500,50.45171,-3.57192,TQ3 1,Other
33765,Shortroods,Renfrewshire,Scotland,NS4765,247500,665500,55.85849,-4.43805,PA3 2,Other
33766,Shortstanding,Gloucestershire,England,SO5713,357500,213500,51.81850,-2.61798,GL16 7,Other
33767,Shortstown,Bedfordshire,England,TL0746,507500,246500,52.10639,-0.43179,MK42 0,Other
33768,Shortwood,Gloucestershire,England,ST6775,367500,175500,51.47752,-2.46936,BS16 9,Other
33769,Shortwood,Gloucestershire,England,ST8499,384500,199500,51.69403,-2.22565,GL6 0,Other
33770,Shorwell,Isle of Wight,England,SZ4582,445500,82500,50.64042,-1.35791,PO30 3,Other
33771,Shoscombe,Somerset,England,ST7156,371500,156500,51.30690,-2.41024,BA2 8,Other
33772,Shoscombe Vale,Somerset,England,ST7156,371500,156500,51.30690,-2.41024,BA2 8,Other
33773,Shotatton,Shropshire,England,SJ3622,336500,322500,52.79631,-2.94320,SY4 1,Other
33774,Shotesham,Norfolk,England,TM2599,625500,299500,52.54662,1.32436,NR15 1,Other
33775,Shotgate,Essex,England,TQ7692,576500,192500,51.60368,0.54727,SS11 8,Other
33776,Shotley,Northamptonshire,England,SP9297,492500,297500,52.56747,-0.63671,NN17 3,Other
33777,Shotley,Suffolk,England,TM2335,623500,235500,51.97300,1.25258,IP9 1,Other
33778,Shotley Bridge,County Durham,England,NZ0852,408500,552500,54.86721,-1.86909,DH8 9,Other
33779,Shotley Gate,Suffolk,England,TM2433,624500,233500,51.95465,1.26580,IP9 1,Other
33780,Shotleyfield,Northumberland,England,NZ0653,406500,553500,54.87622,-1.90023,DH8 9,Other
33781,Shottenden,Kent,England,TR0454,604500,154500,51.25299,0.92914,CT4 8,Other
33782,Shottermill,Surrey,England,SU8832,488500,132500,51.08500,-0.73785,GU27 1,Other
33783,Shottery,Warwickshire,England,SP1854,418500,254500,52.18844,-1.73081,CV37 9,Other
33784,Shotteswell,Warwickshire,England,SP4245,442500,245500,52.10621,-1.38088,OX17 1,Other
33785,Shottisham,Suffolk,England,TM3144,631500,244500,52.05051,1.37491,IP12 3,Other
33786,Shottle,Derbyshire,England,SK3149,431500,349500,53.04185,-1.53163,DE56 2,Other
33787,Shottlegate,Derbyshire,England,SK3247,432500,347500,53.02381,-1.51692,DE56 2,Other
33788,Shotton,Northumberland,England,NZ2278,422500,578500,55.10041,-1.64893,NE61 6,Other
33789,Shotton,County Durham,England,NZ3625,436500,525500,54.62333,-1.43622,TS21 2,Other
33790,Shotton,County Durham,England,NZ4139,441500,539500,54.74875,-1.35680,SR8 1,Other
33791,Shotton,Flintshire,Wales,SJ3068,330500,368500,53.20900,-3.04208,CH5 1,Other
33792,Shotton Colliery,County Durham,England,NZ3940,439500,540500,54.75790,-1.38774,DH6 2,Other
33793,Shotts,North Lanarkshire,Scotland,NS8760,287500,660500,55.82459,-3.79732,ML7 4,Other
33794,Shotwick,Cheshire,England,SJ3371,333500,371500,53.23635,-2.99780,CH1 6,Other
33795,Shouldham,Norfolk,England,TF6708,567500,308500,52.64837,0.47452,PE33 0,Other
33796,Shouldham Thorpe,Norfolk,England,TF6608,566500,308500,52.64868,0.45975,PE33 0,Other
33797,Shoulton,Worcestershire,England,SO8158,381500,258500,52.22439,-2.27225,WR2 6,Other
33798,Shover's Green,East Sussex,England,TQ6530,565500,130500,51.05001,0.35980,TN5 7,Other
33799,Shraleybrook,Staffordshire,England,SJ7849,378500,349500,53.04233,-2.32212,ST7 8,Other
33800,Shrawardine,Shropshire,England,SJ3915,339500,315500,52.73374,-2.89742,SY4 1,Other
33801,Shrawley,Worcestershire,England,SO8064,380500,264500,52.27830,-2.28724,WR6 6,Other
33802,Shreding Green,Buckinghamshire,England,TQ0281,502500,181500,51.52312,-0.52398,SL0 0,Other
33803,Shrewley,Warwickshire,England,SP2167,421500,267500,52.30520,-1.68610,CV35 7,Other
33804,Shrewsbury,Shropshire,England,SJ4912,349500,312500,52.70780,-2.74888,SY1 1,Town
33805,Shrewton,Wiltshire,England,SU0643,406500,143500,51.19069,-1.90837,SP3 4,Other
33806,Shripney,West Sussex,England,SU9302,493500,102500,50.81451,-0.67418,PO22 9,Other
33807,Shrivenham,Oxfordshire,England,SU2489,424500,189500,51.60381,-1.64764,SN6 8,Other
33808,Shropham,Norfolk,England,TL9893,598500,293500,52.50325,0.92317,NR17 1,Other
33809,Shroton or Iwerne Courtney,Dorset,England,ST8512,385500,112500,50.91178,-2.20762,DT11 8,Other
33810,Shrub End,Essex,England,TL9723,597500,223500,51.87509,0.86770,CO2 9,Other
33811,Shrubs Hill,Surrey,England,SU9667,496500,167500,51.39834,-0.61425,SL5 0,Other
